PRICE,NUM_BD,BTH_STAT,AR_LIV,AR_PL,NUM_FLR,NEAR_RIV,OUTLOOK,CONDITION,AR_RFTP,AR_BASE,YR_PAST,IS_RENOVATED,LAT,LONG,AVG_AR_LIV_NEAR,AVG_AR_PL_NEAR,SUMMER_HIGH,WINTER_LOW,PRECIPITATION,VIOLENT_CRIME,PROPERTY_CRIME
579000,3,2=<ROOMS<=4,2660,223027,1,0,0,3,1330,1330,58,1,47.4127,-122.071,1560,222591,76,35,59,10.7,23
459950,4,2=<ROOMS<=4,2800,6567,2,0,0,3,2800,0,14,0,47.3555,-122.002,3400,5900,76,35,59,10.7,23
370000,4,2=<ROOMS<=4,2420,39704,1,0,0,3,2420,0,35,0,47.4053,-122.03,2760,36303,76,35,59,10.7,23
293500,3,2=<ROOMS<=4,1610,5024,2,0,0,3,1610,0,16,0,47.3833,-122.043,1790,3717,76,35,59,10.7,23
324900,4,2=<ROOMS<=4,1880,7965,2,0,0,3,1880,0,20,0,47.3642,-122.052,1570,7584,76,35,59,10.7,23
320000,4,2=<ROOMS<=4,2000,10051,2,0,0,3,2000,0,23,0,47.3625,-122.025,2000,6686,76,35,59,10.7,23
415000,4,2=<ROOMS<=4,2390,9968,1,0,0,4,1390,1000,31,0,47.3706,-122.056,2560,12385,76,35,59,10.7,23
394000,4,2=<ROOMS<=4,3000,9793,2,0,0,3,3000,0,18,0,47.3655,-122.028,1890,7557,76,35,59,10.7,23
339950,4,2=<ROOMS<=4,2150,4000,2,0,0,3,2150,0,10,0,47.3655,-122.018,1610,4000,76,35,59,10.7,23
353500,4,2=<ROOMS<=4,1770,9239,2,0,0,3,1770,0,16,0,47.3512,-122.006,2150,5450,76,35,59,10.7,23
445000,4,2=<ROOMS<=4,2990,6383,2,0,0,3,2990,0,17,0,47.3499,-122.027,2640,6454,76,35,59,10.7,23
339995,4,2=<ROOMS<=4,2180,5367,2,0,0,3,2180,0,20,0,47.3775,-122.022,2180,5130,76,35,59,10.7,23
225000,2,2=<ROOMS<=4,1360,2693,2,0,0,3,1360,0,17,0,47.3492,-122.025,1360,2693,76,35,59,10.7,23
300000,4,2=<ROOMS<=4,1660,3200,2,0,0,3,1660,0,9,0,47.3666,-122.019,1960,3558,76,35,59,10.7,23
320000,3,2=<ROOMS<=4,1650,7047,2,0,0,3,1650,0,26,0,47.3826,-122.027,2010,7763,76,35,59,10.7,23
380000,3,2=<ROOMS<=4,1880,6047,2,0,0,3,1880,0,27,0,47.3722,-122.044,2120,7188,76,35,59,10.7,23
365000,3,2=<ROOMS<=4,2190,5091,2,0,0,3,2190,0,16,0,47.3506,-122.039,2200,5948,76,35,59,10.7,23
574000,4,2=<ROOMS<=4,2980,10179,2,0,2,3,2980,0,17,0,47.3895,-122.033,2980,8828,76,35,59,10.7,23
280000,3,<2,1590,27200,1.5,0,0,4,1590,0,94,0,47.4238,-122.052,1820,74052,76,35,59,10.7,23
267500,3,<2,1090,22080,1,0,0,5,1090,0,53,0,47.3991,-121.964,1590,19457,76,35,59,10.7,23
428000,3,2=<ROOMS<=4,2600,15000,2,0,0,3,2600,0,42,0,47.3719,-122.056,2380,15000,76,35,59,10.7,23
397000,4,2=<ROOMS<=4,3000,8584,2,0,0,3,3000,0,17,0,47.369,-122.032,2610,7570,76,35,59,10.7,23
567500,3,2=<ROOMS<=4,3090,67082,2,0,0,3,3090,0,30,0,47.4032,-122.023,3650,62290,76,35,59,10.7,23
337000,4,2=<ROOMS<=4,2610,5240,2,0,0,3,2610,0,16,0,47.345,-122.042,2480,5240,76,35,59,10.7,23
245000,3,<2,1260,8614,1,0,0,4,1260,0,35,0,47.3586,-122.056,1600,8614,76,35,59,10.7,23
269950,2,<2,1320,7540,1,0,0,3,1320,0,52,0,47.3634,-122.052,1570,7540,76,35,59,10.7,23
410000,4,2=<ROOMS<=4,2430,7243,2,0,0,3,2430,0,17,0,47.3533,-122.016,2430,7084,76,35,59,10.7,23
290700,3,2=<ROOMS<=4,1670,6666,2,0,0,4,1670,0,28,0,47.3488,-122.033,1370,6170,76,35,59,10.7,23
185000,3,<2,1090,9605,1,0,0,4,1090,0,51,0,47.3609,-122.028,1160,10487,76,35,59,10.7,23
290000,3,<2,1340,63597,1,0,0,4,1340,0,57,0,47.4379,-122.011,1950,87120,76,35,59,10.7,23
415000,3,<2,1340,63597,1,0,0,4,1340,0,57,0,47.4379,-122.011,1950,87120,76,35,59,10.7,23
242050,3,2=<ROOMS<=4,2170,9900,1,0,0,3,1690,480,40,0,47.3634,-122.031,1420,10614,76,35,59,10.7,23
335000,4,2=<ROOMS<=4,1830,4500,2,0,0,3,1830,0,16,0,47.3504,-122.005,2080,5100,76,35,59,10.7,23
295000,3,2=<ROOMS<=4,1570,6932,2,0,0,3,1570,0,27,0,47.3902,-122.049,1570,6271,76,35,59,10.7,23
350000,4,2=<ROOMS<=4,2220,6953,2,0,0,4,2220,0,21,0,47.3509,-122.041,2240,6716,76,35,59,10.7,23
355000,4,2=<ROOMS<=4,2200,3404,2,0,0,3,2200,0,15,0,47.3895,-122.034,2200,3449,76,35,59,10.7,23
330000,3,2=<ROOMS<=4,1860,11227,2,0,0,3,1860,0,25,0,47.3879,-122.031,1820,8800,76,35,59,10.7,23
373500,4,2=<ROOMS<=4,2610,4978,2,0,0,3,2610,0,16,0,47.3438,-122.04,2470,5024,76,35,59,10.7,23
379950,3,<2,2040,12065,1,0,0,3,2040,0,33,0,47.3756,-122.044,2010,11717,76,35,59,10.7,23
700000,3,2=<ROOMS<=4,3110,123710,2,0,0,3,2430,680,25,0,47.3879,-122.002,2420,92782,76,35,59,10.7,23
240000,3,<2,1260,7362,1,0,0,3,1260,0,36,0,47.3602,-122.052,1530,7232,76,35,59,10.7,23
429900,4,2=<ROOMS<=4,3760,4675,2,0,0,3,2740,1020,13,0,47.3862,-122.048,3280,4033,76,35,59,10.7,23
499000,4,2=<ROOMS<=4,3100,5700,2,0,0,3,3100,0,9,0,47.3696,-122.058,3060,6000,76,35,59,10.7,23
448000,5,2=<ROOMS<=4,3740,24684,2,0,0,3,2760,980,22,0,47.3832,-122.057,2880,26023,76,35,59,10.7,23
230000,3,2=<ROOMS<=4,1340,3011,2,0,0,3,1340,0,25,0,47.3839,-122.038,1060,3232,76,35,59,10.7,23
426500,4,2=<ROOMS<=4,2100,88426,1,0,0,3,2100,0,30,0,47.399,-122.011,2150,63162,76,35,59,10.7,23
336600,3,2=<ROOMS<=4,1654,8464,2,0,0,3,1654,0,25,0,47.3618,-122.033,1975,8515,76,35,59,10.7,23
325000,3,2=<ROOMS<=4,1740,5267,2,0,0,3,1740,0,21,0,47.3777,-122.023,2180,5000,76,35,59,10.7,23
335000,3,2=<ROOMS<=4,1740,5267,2,0,0,3,1740,0,21,0,47.3777,-122.023,2180,5000,76,35,59,10.7,23
649500,3,2=<ROOMS<=4,3730,383328,1.5,0,0,4,2230,1500,30,0,47.4257,-122.03,1940,217800,76,35,59,10.7,23
190000,3,2=<ROOMS<=4,1640,7730,1,0,0,4,1220,420,31,0,47.3576,-122.039,1560,7566,76,35,59,10.7,23
319000,3,2=<ROOMS<=4,1610,8544,2,0,0,5,1610,0,26,0,47.3714,-122.054,1840,8190,76,35,59,10.7,23
248000,4,2=<ROOMS<=4,1770,5855,2,0,0,3,1770,0,17,0,47.3483,-122.053,1790,5679,76,35,59,10.7,23
279000,3,2=<ROOMS<=4,1660,7388,2,0,0,3,1660,0,17,0,47.3865,-122.027,2240,6228,76,35,59,10.7,23
361500,4,2=<ROOMS<=4,2190,6740,2,0,0,3,2190,0,25,0,47.3804,-122.027,1950,7150,76,35,59,10.7,23
278226,4,2=<ROOMS<=4,2390,4639,2,0,0,3,2390,0,14,0,47.3527,-121.999,2390,4521,76,35,59,10.7,23
349950,3,2=<ROOMS<=4,2390,6441,2,0,0,3,2390,0,18,0,47.3659,-122.029,2180,7346,76,35,59,10.7,23
295000,3,<2,1520,6559,1,0,0,4,1170,350,28,0,47.35,-122.037,1520,6095,76,35,59,10.7,23
503000,3,2=<ROOMS<=4,2590,108900,2,0,0,3,1980,610,32,0,47.4088,-122.055,3170,108900,76,35,59,10.7,23
560000,3,2=<ROOMS<=4,3440,103672,2,0,0,3,3440,0,30,0,47.3895,-121.986,2710,112820,76,35,59,10.7,23
334950,4,2=<ROOMS<=4,2230,5500,2,0,0,3,2230,0,21,0,47.3533,-122.023,1910,5500,76,35,59,10.7,23
355900,3,2=<ROOMS<=4,2090,3821,2,0,0,3,2090,0,12,0,47.3655,-122.017,2040,4200,76,35,59,10.7,23
355000,4,2=<ROOMS<=4,2150,3600,2,0,0,3,2150,0,10,0,47.3658,-122.019,2220,3915,76,35,59,10.7,23
465000,4,2=<ROOMS<=4,2590,16437,2,0,0,3,2590,0,34,0,47.3714,-122.059,2320,15625,76,35,59,10.7,23
276900,3,2=<ROOMS<=4,1620,7320,2,0,0,3,1620,0,31,0,47.3617,-122.054,1550,7686,76,35,59,10.7,23
525000,5,2=<ROOMS<=4,3960,321908,2,0,0,4,2690,1270,31,0,47.3984,-122.055,2360,96703,76,35,59,10.7,23
359950,4,2=<ROOMS<=4,2290,4785,2,0,0,3,2290,0,13,0,47.3833,-122.037,2290,4785,76,35,59,10.7,23
392000,4,2=<ROOMS<=4,1940,6555,2,0,0,3,1940,0,30,0,47.3701,-122.041,1840,6912,76,35,59,10.7,23
435000,3,2=<ROOMS<=4,2530,16102,2,0,0,3,2530,0,31,0,47.371,-122.055,2370,14957,76,35,59,10.7,23
280000,3,2=<ROOMS<=4,1600,7936,2,0,0,3,1600,0,24,0,47.3673,-122.017,1830,7936,76,35,59,10.7,23
379950,4,2=<ROOMS<=4,2680,4500,2,0,0,3,2680,0,9,0,47.3561,-122.056,2010,4500,76,35,59,10.7,23
350000,4,2=<ROOMS<=4,2610,5866,2,0,0,3,2610,0,15,0,47.3441,-122.04,2480,5188,76,35,59,10.7,23
279950,3,2=<ROOMS<=4,1340,7202,2,0,0,4,1340,0,31,0,47.3563,-122.039,1470,7395,76,35,59,10.7,23
390000,3,<2,1870,40250,1,0,0,5,1870,0,61,0,47.4038,-122.036,1870,40250,76,35,59,10.7,23
385000,4,2=<ROOMS<=4,2960,5054,2,0,0,3,2960,0,14,0,47.3601,-122.035,2960,5000,76,35,59,10.7,23
450000,3,2=<ROOMS<=4,2450,19744,2,0,0,3,2450,0,30,0,47.3746,-122.026,2650,19597,76,35,59,10.7,23
700000,3,2=<ROOMS<=4,2530,623779,1,0,0,4,2530,0,40,0,47.4188,-121.949,2120,100623,76,35,59,10.7,23
254000,3,2=<ROOMS<=4,1480,7480,1,0,0,4,1480,0,28,0,47.3542,-122.055,1680,7146,76,35,59,10.7,23
387990,4,2=<ROOMS<=4,2640,5595,2,0,0,3,2640,0,9,0,47.3551,-122.054,1840,5011,76,35,59,10.7,23
300000,3,2=<ROOMS<=4,1880,4200,2,0,0,3,1880,0,13,0,47.366,-122.017,2090,4200,76,35,59,10.7,23
454450,4,2=<ROOMS<=4,2810,6000,2,0,0,3,2810,0,13,0,47.3689,-122.057,2790,6000,76,35,59,10.7,23
321000,4,2=<ROOMS<=4,1830,9601,2,0,0,3,1830,0,17,0,47.3541,-122.015,1830,5892,76,35,59,10.7,23
288000,3,2=<ROOMS<=4,1520,3593,2,0,0,3,1520,0,16,0,47.3842,-122.042,1610,3612,76,35,59,10.7,23
175000,2,<2,830,2699,1,0,0,3,830,0,24,0,47.3839,-122.038,1030,3574,76,35,59,10.7,23
424950,4,2=<ROOMS<=4,2480,8563,2,0,0,3,2480,0,28,0,47.381,-122.033,2460,8660,76,35,59,10.7,23
399950,4,2=<ROOMS<=4,2350,5100,2,0,0,3,2350,0,17,0,47.3507,-122.007,2190,5100,76,35,59,10.7,23
765000,4,2=<ROOMS<=4,4040,25752,2,0,0,3,4040,0,20,0,47.4579,-122.068,3230,22247,76,35,59,10.7,23
470000,3,2=<ROOMS<=4,1730,38884,1,0,0,3,1730,0,23,0,47.4164,-121.951,2130,91040,76,35,59,10.7,23
314500,3,<2,1700,17355,1,0,0,3,1200,500,42,0,47.3637,-122.057,1900,9528,76,35,59,10.7,23
500000,4,2=<ROOMS<=4,3000,213008,1,0,0,4,3000,0,45,0,47.4032,-121.982,2300,74191,76,35,59,10.7,23
293000,4,2=<ROOMS<=4,1870,5371,2,0,0,3,1870,0,11,0,47.3844,-122.036,2380,4502,76,35,59,10.7,23
249900,2,2=<ROOMS<=4,1470,2541,2,0,0,3,1470,0,15,0,47.3502,-122.02,1310,2721,76,35,59,10.7,23
355500,3,2=<ROOMS<=4,2600,5540,2,0,0,3,2600,0,16,0,47.3446,-122.041,2600,5540,76,35,59,10.7,23
448000,4,2=<ROOMS<=4,2510,6853,2,0,2,3,2510,0,14,0,47.3547,-122.003,3400,6965,76,35,59,10.7,23
589950,4,2=<ROOMS<=4,3190,8195,2,0,0,3,3190,0,14,0,47.3555,-122.003,3400,7607,76,35,59,10.7,23
264500,3,2=<ROOMS<=4,1370,7087,2,0,0,3,1370,0,27,0,47.3504,-122.035,1400,6600,76,35,59,10.7,23
314000,4,2=<ROOMS<=4,2340,8990,2,0,0,3,2340,0,17,0,47.3781,-122.03,2980,6718,76,35,59,10.7,23
110000,3,<2,1250,53143,1,0,0,5,1250,0,75,0,47.4235,-122.051,1820,217800,76,35,59,10.7,23
499950,5,2=<ROOMS<=4,3180,23809,1,0,0,3,3180,0,42,0,47.3727,-122.054,2500,15778,76,35,59,10.7,23
254950,4,2=<ROOMS<=4,2180,8800,1,0,0,5,1170,1010,43,0,47.3676,-122.046,1630,8800,76,35,59,10.7,23
376000,4,2=<ROOMS<=4,2420,5773,2,0,0,3,2420,0,15,0,47.3772,-122.029,2420,6200,76,35,59,10.7,23
390000,3,2=<ROOMS<=4,2480,14141,1,0,0,3,1500,980,26,0,47.3778,-122.033,2480,10667,76,35,59,10.7,23
310000,3,2=<ROOMS<=4,1890,6300,2,0,0,3,1890,0,17,0,47.3673,-122.031,2100,6525,76,35,59,10.7,23
485000,3,2=<ROOMS<=4,1540,7120,1,0,0,3,770,770,82,1,47.3729,-122.037,1000,6638,76,35,59,10.7,23
545000,4,<2,2040,53578,1,0,0,5,1160,880,61,0,47.3844,-122,2040,53578,76,35,59,10.7,23
316000,3,2=<ROOMS<=4,1900,7479,2,0,0,4,1900,0,28,0,47.3495,-122.037,1520,6559,76,35,59,10.7,23
312900,4,2=<ROOMS<=4,1630,4473,2,0,0,3,1630,0,17,0,47.3546,-122.015,1830,5082,76,35,59,10.7,23
375000,1,<2,800,533610,1.5,0,0,5,800,0,70,0,47.4134,-121.986,1790,216057,76,35,59,10.7,23
329900,3,2=<ROOMS<=4,2170,4905,2,0,0,3,2170,0,16,0,47.3503,-122.039,2300,4935,76,35,59,10.7,23
440000,4,2=<ROOMS<=4,2800,28254,2,0,0,3,2800,0,19,0,47.3552,-122.063,2530,4694,76,35,59,10.7,23
266500,3,2=<ROOMS<=4,1740,5460,1,0,0,3,1210,530,22,0,47.3648,-122.046,1740,7500,76,35,59,10.7,23
295000,3,2=<ROOMS<=4,1690,8564,2,0,0,4,1690,0,28,0,47.3518,-122.057,1690,7532,76,35,59,10.7,23
275250,3,2=<ROOMS<=4,1520,7199,2,0,0,4,1520,0,28,0,47.3492,-122.034,1410,6751,76,35,59,10.7,23
250000,4,2=<ROOMS<=4,2040,5770,2,0,0,3,2040,0,26,0,47.3522,-122.059,1570,6753,76,35,59,10.7,23
225000,3,2=<ROOMS<=4,2000,9202,2,0,0,4,2000,0,28,0,47.3516,-122.057,1750,7827,76,35,59,10.7,23
272450,3,2=<ROOMS<=4,1780,7332,2,0,0,3,1780,0,33,0,47.3593,-122.051,1510,7625,76,35,59,10.7,23
555000,4,2=<ROOMS<=4,2920,24074,2,0,0,3,2920,0,23,0,47.381,-122.056,2760,26023,76,35,59,10.7,23
390000,4,2=<ROOMS<=4,2560,43560,2,0,0,3,2560,0,31,0,47.3692,-122.047,2130,10150,76,35,59,10.7,23
550000,4,2=<ROOMS<=4,4180,35169,2,0,0,3,4180,0,34,1,47.4,-122.027,3010,35190,76,35,59,10.7,23
326995,3,2=<ROOMS<=4,1860,5321,2,0,0,3,1860,0,20,0,47.3848,-122.033,1940,5205,76,35,59,10.7,23
409950,4,2=<ROOMS<=4,2430,7163,2,0,0,3,2430,0,17,0,47.3558,-122.013,2430,6028,76,35,59,10.7,23
295000,3,<2,1060,8100,2,0,0,4,1060,0,37,0,47.3617,-122.047,1410,8100,76,35,59,10.7,23
608000,3,2=<ROOMS<=4,2400,217800,2,0,0,3,1590,810,45,0,47.4166,-121.94,2340,207781,76,35,59,10.7,23
305000,3,2=<ROOMS<=4,1370,6600,2,0,0,4,1370,0,27,0,47.3504,-122.035,1370,6600,76,35,59,10.7,23
276500,4,2=<ROOMS<=4,2380,128937,1,0,0,4,2380,0,60,0,47.4253,-122.043,1030,114998,76,35,59,10.7,23
246500,3,2=<ROOMS<=4,1620,7686,2,0,0,3,1620,0,31,0,47.3613,-122.053,1370,7686,76,35,59,10.7,23
343000,4,2=<ROOMS<=4,2070,4500,2,0,0,3,2070,0,16,0,47.3497,-122.026,2760,5173,76,35,59,10.7,23
261000,3,<2,1350,7686,1,0,0,3,1350,0,33,0,47.3617,-122.052,1370,7686,76,35,59,10.7,23
275000,3,2=<ROOMS<=4,2030,6326,2,0,0,3,2030,0,27,0,47.3491,-122.029,1810,6825,76,35,59,10.7,23
375000,4,2=<ROOMS<=4,2040,109336,1.5,0,0,4,2040,0,47,0,47.4193,-121.958,2370,133729,76,35,59,10.7,23
309000,3,2=<ROOMS<=4,1990,3614,2,0,0,3,1990,0,15,0,47.36,-122.039,1980,3800,76,35,59,10.7,23
410000,5,2=<ROOMS<=4,2910,5802,2,0,0,3,2910,0,14,0,47.3591,-122.036,2910,5000,76,35,59,10.7,23
465000,4,2=<ROOMS<=4,3060,6000,2,0,0,3,3060,0,8,0,47.3689,-122.058,3040,6000,76,35,59,10.7,23
250000,2,<2,1350,4023,1,0,0,3,1350,0,15,0,47.3493,-122.023,1370,3570,76,35,59,10.7,23
920000,3,2=<ROOMS<=4,3660,66211,2,0,0,3,3660,0,17,0,47.4087,-122.062,3660,107153,76,35,59,10.7,23
237500,3,2=<ROOMS<=4,1350,8960,1,0,0,4,1350,0,34,0,47.3614,-122.045,1470,8288,76,35,59,10.7,23
540000,3,2=<ROOMS<=4,3100,100188,1,0,0,4,1820,1280,39,0,47.3928,-122.066,2430,104979,76,35,59,10.7,23
315000,3,2=<ROOMS<=4,1730,6368,2,0,0,3,1730,0,27,0,47.3505,-122.032,1780,6597,76,35,59,10.7,23
570000,4,2=<ROOMS<=4,3420,115434,2,0,0,3,3420,0,31,0,47.3932,-121.988,3250,111513,76,35,59,10.7,23
610000,3,2=<ROOMS<=4,2080,167270,1,0,0,3,2080,0,20,0,47.4032,-121.963,2080,55321,76,35,59,10.7,23
250000,3,2=<ROOMS<=4,1470,2781,2,0,0,3,1470,0,17,0,47.349,-122.024,1360,3008,76,35,59,10.7,23
315000,5,2=<ROOMS<=4,2090,4698,2,0,0,3,2090,0,22,0,47.3538,-122.025,2070,4698,76,35,59,10.7,23
375000,3,2=<ROOMS<=4,1830,13042,2,0,0,3,1830,0,30,0,47.3738,-122.042,1940,6996,76,35,59,10.7,23
260000,3,<2,1360,15210,1,0,0,3,1360,0,33,0,47.3657,-122.047,1610,7800,76,35,59,10.7,23
365000,4,2=<ROOMS<=4,1620,219542,2,0,0,3,1620,0,40,0,47.4014,-122.069,2240,217800,76,35,59,10.7,23
539950,4,2=<ROOMS<=4,2960,37430,2,0,0,3,2960,0,30,0,47.3988,-122.023,2800,36384,76,35,59,10.7,23
296475,3,2=<ROOMS<=4,1520,4170,2,0,0,3,1520,0,16,0,47.3842,-122.04,1560,4237,76,35,59,10.7,23
190000,4,<2,1900,9861,1,0,0,4,1900,0,53,0,47.3615,-122.057,1720,7967,76,35,59,10.7,23
349900,5,2=<ROOMS<=4,2530,4229,2,0,0,3,2530,0,16,0,47.3531,-122.021,2070,4879,76,35,59,10.7,23
540000,5,2=<ROOMS<=4,3610,9775,2,0,0,3,3610,0,17,0,47.3545,-122.011,2800,8582,76,35,59,10.7,23
363990,4,2=<ROOMS<=4,2240,3712,2,0,0,3,2240,0,6,0,47.3551,-122.061,2530,4315,76,35,59,10.7,23
419950,3,2=<ROOMS<=4,3120,6000,2,0,0,3,3120,0,13,0,47.3473,-122.03,2670,6000,76,35,59,10.7,23
340000,4,2=<ROOMS<=4,2320,4142,2,0,0,3,2320,0,10,0,47.3662,-122.019,2150,4140,76,35,59,10.7,23
359950,4,2=<ROOMS<=4,2690,5564,2,0,0,3,2690,0,13,0,47.3537,-122.018,2210,4046,76,35,59,10.7,23
220000,2,<2,1030,2850,2,0,0,3,1030,0,25,0,47.3845,-122.039,1030,3000,76,35,59,10.7,23
328000,4,2=<ROOMS<=4,1850,5388,2,0,0,3,1850,0,11,0,47.3494,-122.041,2140,5086,76,35,59,10.7,23
408000,3,2=<ROOMS<=4,2670,4800,2,0,0,3,2670,0,6,0,47.3483,-122.042,2340,5000,76,35,59,10.7,23
387865,3,2=<ROOMS<=4,2370,4200,2,0,0,3,2370,0,6,0,47.3696,-122.018,2370,4200,76,35,59,10.7,23
326989,3,2=<ROOMS<=4,2060,4200,2,0,0,3,2060,0,6,0,47.3706,-122.017,2370,4200,76,35,59,10.7,23
419354,5,2=<ROOMS<=4,2710,4500,2,0,0,3,2710,0,6,0,47.3547,-122.062,2710,4626,76,35,59,10.7,23
435000,4,2=<ROOMS<=4,3100,4699,2,0,0,3,3100,0,10,0,47.3785,-122.023,2450,5130,76,35,59,10.7,23
472000,3,2=<ROOMS<=4,1860,415126,2,0,0,3,1860,0,14,0,47.3974,-122.005,2070,54014,76,35,59,10.7,23
450000,5,2=<ROOMS<=4,2710,6220,2,0,0,3,2710,0,6,0,47.3555,-122.061,2530,4759,76,35,59,10.7,23
572115,4,2=<ROOMS<=4,3230,4838,2,0,0,3,3230,0,6,0,47.3559,-122.023,2980,5094,76,35,59,10.7,23
355000,4,2=<ROOMS<=4,3000,5470,2,0,0,3,3000,0,15,0,47.3613,-122.038,2420,4891,76,35,59,10.7,23
417838,4,2=<ROOMS<=4,2530,5048,2,0,0,3,2530,0,6,0,47.3559,-122.063,2530,4359,76,35,59,10.7,23
379000,4,2=<ROOMS<=4,2260,5824,2,0,0,3,2260,0,9,0,47.3496,-122.042,2240,5561,76,35,59,10.7,23
383000,4,2=<ROOMS<=4,2050,4953,2,0,0,3,2050,0,6,0,47.3448,-122.024,2340,6175,76,35,59,10.7,23
430760,5,2=<ROOMS<=4,2710,4685,2,0,0,3,2710,0,6,0,47.3555,-122.062,2710,4449,76,35,59,10.7,23
349990,4,2=<ROOMS<=4,2220,3561,2,0,0,3,2220,0,6,0,47.3561,-122.063,2530,4449,76,35,59,10.7,23
380000,4,2=<ROOMS<=4,2420,4981,2,0,0,3,2420,0,11,0,47.3785,-122.023,2420,5000,76,35,59,10.7,23
345000,4,2=<ROOMS<=4,2020,3600,2,0,0,3,2020,0,8,0,47.3535,-122.017,2210,3800,76,35,59,10.7,23
382495,3,2=<ROOMS<=4,1760,5390,1,0,0,3,1760,0,6,0,47.3482,-122.042,2310,5117,76,35,59,10.7,23
324747,3,2=<ROOMS<=4,2060,4742,2,0,0,3,2060,0,6,0,47.3706,-122.017,2370,4725,76,35,59,10.7,23
310000,3,2=<ROOMS<=4,1760,10137,2,0,0,3,1760,0,10,0,47.355,-122.059,2000,6935,76,35,59,10.7,23
362865,4,2=<ROOMS<=4,2245,4301,2,0,0,3,2245,0,6,0,47.3555,-122.063,2530,4478,76,35,59,10.7,23
349950,3,2=<ROOMS<=4,1640,4714,1,0,0,3,1640,0,11,0,47.3539,-122.021,1770,4802,76,35,59,10.7,23
342000,3,2=<ROOMS<=4,1960,3540,2,0,0,3,1960,0,8,0,47.3568,-122.055,1840,3825,76,35,59,10.7,23
367899,3,2=<ROOMS<=4,2420,4725,2,0,0,3,2420,0,6,0,47.371,-122.018,2370,4200,76,35,59,10.7,23
342000,3,2=<ROOMS<=4,1640,4802,1,0,0,3,1640,0,10,0,47.3538,-122.021,1940,4802,76,35,59,10.7,23
274000,3,<2,1450,4694,2,0,0,3,1450,0,9,0,47.3654,-122.021,1870,4198,76,35,59,10.7,23
339989,3,2=<ROOMS<=4,2060,4200,2,0,0,3,2060,0,6,0,47.3706,-122.018,2370,4200,76,35,59,10.7,23
416000,4,2=<ROOMS<=4,2890,6322,2,0,0,3,2890,0,9,0,47.3494,-122.044,2380,5738,76,35,59,10.7,23
399000,4,2=<ROOMS<=4,2480,4334,2,0,0,3,2480,0,8,0,47.3826,-122.036,2480,5632,76,35,59,10.7,23
250000,3,2=<ROOMS<=4,1590,8100,1,0,0,3,1060,530,24,0,47.3611,-122.047,1590,8100,76,35,59,10.7,23
430000,3,2=<ROOMS<=4,2075,39553,1,0,0,3,2075,0,8,0,47.3601,-122.032,1960,9047,76,35,59,10.7,23
344000,4,2=<ROOMS<=4,2400,4848,2,0,0,3,2400,0,16,0,47.3626,-122.04,1980,5199,76,35,59,10.7,23
320000,4,2=<ROOMS<=4,1970,4558,2,0,0,3,1970,0,15,0,47.3627,-122.04,1980,5123,76,35,59,10.7,23
384950,4,2=<ROOMS<=4,2380,4913,2,0,0,3,2380,0,14,0,47.3607,-122.038,2580,5311,76,35,59,10.7,23
398096,3,2=<ROOMS<=4,2370,5321,2,0,0,3,2370,0,6,0,47.37,-122.019,2370,4357,76,35,59,10.7,23
275000,3,2=<ROOMS<=4,1450,4040,2,0,0,3,1450,0,10,0,47.3665,-122.022,1610,4040,76,35,59,10.7,23
513000,3,2=<ROOMS<=4,2150,161607,2,0,0,3,1330,820,25,0,47.4178,-121.937,2400,207781,76,35,59,10.7,23
380000,4,2=<ROOMS<=4,2110,5306,2,0,0,3,2110,0,8,0,47.356,-122.057,2250,5306,76,35,59,10.7,23
358000,5,2=<ROOMS<=4,2460,5604,2,0,0,3,2460,0,9,0,47.3658,-122.037,2210,6395,76,35,59,10.7,23
419900,5,2=<ROOMS<=4,2880,5000,2,0,0,3,2260,620,8,0,47.3455,-122.023,2590,4800,76,35,59,10.7,23
383000,4,2=<ROOMS<=4,2160,6223,2,0,0,3,2160,0,10,0,47.3494,-122.042,2160,5555,76,35,59,10.7,23
351999,3,2=<ROOMS<=4,2370,4200,2,0,0,3,2370,0,6,0,47.3706,-122.017,2370,4200,76,35,59,10.7,23
312000,3,2=<ROOMS<=4,1780,4077,2,0,0,3,1780,0,9,0,47.3568,-122.056,1970,4077,76,35,59,10.7,23
369946,3,2=<ROOMS<=4,2420,4725,2,0,0,3,2420,0,6,0,47.371,-122.018,2370,4200,76,35,59,10.7,23
274500,3,2=<ROOMS<=4,1450,4050,2,0,0,3,1450,0,10,0,47.367,-122.019,1660,3800,76,35,59,10.7,23
375000,4,2=<ROOMS<=4,2250,5306,2,0,0,3,2250,0,8,0,47.356,-122.057,2250,5306,76,35,59,10.7,23
405000,5,2=<ROOMS<=4,2400,4900,2,0,0,3,2400,0,9,0,47.355,-122.057,2110,5696,76,35,59,10.7,23
379950,4,2=<ROOMS<=4,2580,4818,2,0,0,3,2580,0,15,0,47.3607,-122.038,2570,5386,76,35,59,10.7,23
193000,2,<2,910,2550,1,0,0,3,910,0,16,0,47.3494,-122.022,1310,2550,76,35,59,10.7,23
388598,3,2=<ROOMS<=4,2370,4200,2,0,0,3,2370,0,6,0,47.3699,-122.019,2370,4370,76,35,59,10.7,23
284000,3,2=<ROOMS<=4,1660,4083,2,0,0,3,1660,0,7,0,47.3595,-122.045,1800,4087,76,35,59,10.7,23
